"No.","Time","Source","Destination","Protocol","Length","Info"
"128","11:50:28.783058","fe80::1489:198e:8f57:48d8","ff02::fb","MDNS","237","Standard query response 0x0000 PTR Anniqueâ\200\231s MacBook Air._companion-link._tcp.local TXT"
"129","11:50:28.798279","fe80::180a:67aa:f204:abdd","ff02::fb","MDNS","147","Standard query 0x0000 TXT Del'McQuannterrias._airplay._tcp.local, ""QU"" question OPT"
"130","11:50:28.802872","10.181.26.48","239.255.255.250","SSDP","211","M-SEARCH * HTTP/1.1 "
"131","11:50:28.825854","162.159.136.234","10.181.26.48","TLSv1.2","155","Application Data"
"132","11:50:28.842819","fe80::1cb9:b744:43be:1ec9","ff02::fb","MDNS","211","Standard query 0x0000 TXT Jeovanyâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Anniqueâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Albertâ\200\231s iMac._companion-link._tcp.local, ""QU"" question OPT"
"133","11:50:28.848840","fe80::1027:fc2e:82fa:dd53","ff02::fb","MDNS","141","Standard query response 0x0000 PTR Austinâ\200\231s MacBook Pro (2)._companion-link._tcp.local"
"134","11:50:28.855527","fe80::1085:e0e4:3820:3de4","ff02::fb","MDNS","1365","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question TXT Sophiaâ\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT Mylesâ\200\231 MacBook Pro._companion-link._tcp.local, ""QM"" question TXT 644F840F-0905-57C4-B0C1-85CE9A8BBC26._homekit._tcp.local, ""QM"" question TXT delaneyâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question PTR Sophiaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Anniqueâ\200\231s MacBook Air._companion-link._tcp.local PTR Dylanâ\200\231s MacBook Air._companion-link._tcp.local PTR Mylesâ\200\231 MacBook Pro._companion-link._tcp.local PTR Jeovanyâ\200\231s MacBook Air._companion-link._tcp.local PTR Living Room*._companion-link._tcp.local PTR YRJDaLoneWolf._companion-link._tcp.local PTR Meganâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Albertâ\200\231s iMac._companion-link._tcp.local PTR Hayleyâ\200\231s MacBook Air._companion-link._tcp.local PTR Veronicaâ\200\231s MacBook Air._companion-link._tcp.local PTR Reis Ehmanâ\200\231s iPad._companion-link._tcp.local PTR Austinâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR iPad._companion-link._tcp.local PTR Brettâ\200\231s MacBook Pro._companion-link._tcp.local PTR The squads Apple TV._companion-link._tcp.local PTR Naomiâ\200\231s MacBook._companion-link._tcp.local PTR Peterâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Erikaâ\200\231s MacBook Air._companion-link._tcp.local PTR Alexâ\200\231s MacBook Air._companion-link._tcp.local PTR Ioanna's iPad._companion-link._tcp.local PTR Nicoleâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Bedroom (2)._companion-link._tcp.local PTR delaneyâ\200\231s MacBook Air._companion-link._tcp.local PTR Sidneyâ\200\231s MacBook Air._companion-link._tcp.local PTR gabbyâ\200\231s MacBook Air._companion-link._tcp.local PTR caro 2.0._companion-link._tcp.local PTR Jaredâ\200\231s MacBook Air._companion-link._tcp.local PTR Allexeâ\200\231s MacBook Air._companion-link._tcp.local PTR emmaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Deundreâ\200\231s MacBook Air._companion-link._tcp.local PTR Amyâ\200\231s MacBook Pro._companion-link._tcp.local PTR M.G. Tv._companion-link._tcp.local PTR Nicoleâ\200\231s MacBook Pro._companion-link._tcp.local OPT"
"135","11:50:28.855527","fe80::1085:e0e4:3820:3de4","ff02::fb","MDNS","769","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR 644F840F-0905-57C4-B0C1-85CE9A8BBC26._homekit._tcp.local PTR 7F31A117-B151-577E-90F1-1DC82C2790A0._homekit._tcp.local PTR 69DA8E26-28E3-5843-9F7D-CA1F2C29CAB9._homekit._tcp.local PTR 47D154E7-8D63-5144-A7CF-2E54D89CFCDB._homekit._tcp.local PTR D655C080-4398-545C-B468-6A982C6BCBB9._homekit._tcp.local PTR 70-35-60-63.1 julianna apple tv._sleep-proxy._udp.local PTR 70-35-60-63.1 941 TV._sleep-proxy._udp.local PTR 70-35-60-63.1 Apple TV (2)._sleep-proxy._udp.local PTR 70-35-60-63.1 Living Room*._sleep-proxy._udp.local PTR 70-35-60-63.1 YRJDaLoneWolf._sleep-proxy._udp.local PTR 70-35-60-63.1 Nick's Apple TV._sleep-proxy._udp.local PTR 70-35-60-63.1 Bedroom (2)._sleep-proxy._udp.local PTR 70-35-60-63.1 gabyTV:)._sleep-proxy._udp.local PTR 70-35-60-63.1 M.G. Tv._sleep-proxy._udp.local OPT"
"136","11:50:28.865956","45.126.208.85","10.181.26.48","TCP","54","443  >  1629 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"137","11:50:28.865973","10.181.26.48","45.126.208.85","TCP","54","[TCP ACKed unseen segment] 1629  >  443 [ACK] Seq=1 Ack=2 Win=512 Len=0"
"138","11:50:28.866402","10.181.26.48","162.159.136.234","TCP","54","2488  >  443 [ACK] Seq=1 Ack=663 Win=2064 Len=0"
"139","11:50:28.888261","fe80::1428:d535:2d97:2a85","ff02::fb","MDNS","132","Standard query response 0x0000 PTR Naomiâ\200\231s MacBook._companion-link._tcp.local"
"140","11:50:28.891897","162.159.136.234","10.181.26.48","TLSv1.2","245","Application Data"
"141","11:50:28.894003","fe80::79:669a:ca1:9e96","ff02::fb","MDNS","969","Standard query response 0x0000 TXT, cache flush TXT, cache flush TXT, cache flush NSEC, cache flush YRJDaLoneWolf._companion-link._tcp.local NSEC, cache flush YRJDaLoneWolf._airplay._tcp.local NSEC, cache flush 50DE06B4A575@YRJDaLoneWolf._raop._tcp.local"
"142","11:50:28.896490","fe80::1003:ef10:facc:c561","ff02::fb","MDNS","136","Standard query response 0x0000 PTR gabbyâ\200\231s MacBook Air._companion-link._tcp.local"
"143","11:50:28.906566","fe80::14d2:b796:fc1c:5009","ff02::fb","MDNS","228","Standard query 0x0000 TXT 0469F8B67189@julianna apple tv._raop._tcp.local, ""QU"" question TXT julianna apple tv._airplay._tcp.local, ""QU"" question TXT Titaaa._airplay._tcp.local, ""QU"" question TXT E0897E88A8E7@Titaaa._raop._tcp.local, ""QU"" question OPT"
"144","11:50:28.926712","fe80::28:7af2:d11c:bfec","ff02::fb","MDNS","137","Standard query response 0x0000 PTR Hayleyâ\200\231s MacBook Air._companion-link._tcp.local"
"145","11:50:28.932843","10.181.26.48","162.159.136.234","TCP","54","2488  >  443 [ACK] Seq=1 Ack=854 Win=2063 Len=0"
"146","11:50:28.959249","fe80::1091:3f34:4fca:d11b","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"147","11:50:28.962038","fe80::10f6:a3be:2f18:5823","ff02::fb","MDNS","240","Standard query response 0x0000 TXT, cache flush NSEC, cache flush delaneyâ\200\231s MacBook Air._companion-link._tcp.local"
"148","11:50:28.962038","fe80::c8f:d6b6:e71d:7cb0","ff02::fb","MDNS","240","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Jeovanyâ\200\231s MacBook Air._companion-link._tcp.local"
"149","11:50:28.962038","fe80::84a:5315:7144:d606","ff02::fb","MDNS","450","Standard query response 0x0000 PTR Reisâ\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 57406 Reiss-MacBook-Pro.local AAAA, cache flush fe80::84a:5315:7144:d606 A, cache flush 10.181.26.9 NSEC, cache flush Reisâ\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Reiss-MacBook-Pro.local"
"150","11:50:28.965354","fe80::c8c:63:36b1:1ec1","ff02::fb","MDNS","267","Standard query response 0x0000 PTR The squads Apple TV._companion-link._tcp.local PTR 69DA8E26-28E3-5843-9F7D-CA1F2C29CAB9._homekit._tcp.local TXT, cache flush NSEC, cache flush 69DA8E26-28E3-5843-9F7D-CA1F2C29CAB9._homekit._tcp.local"
"151","11:50:28.978310","fe80::143f:83cc:2570:3e2a","ff02::fb","MDNS","231","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Lanceâ\200\231s iPad._companion-link._tcp.local"
"152","11:50:28.982147","fe80::14ed:a534:d81d:924b","ff02::fb","MDNS","1483","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR KlausMacBookPro._companion-link._tcp.local PTR Amandaâ\200\231s MacBook Air (2)._companion-link._tcp.local PTR Ioanna's iPad._companion-link._tcp.local PTR Alexâ\200\231s MacBook Air._companion-link._tcp.local PTR Deundreâ\200\231s MacBook Air._companion-link._tcp.local PTR Nicoleâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Erikaâ\200\231s MacBook Air._companion-link._tcp.local PTR Amyâ\200\231s MacBook Pro._companion-link._tcp.local PTR M.G. Tv._companion-link._tcp.local PTR Lanceâ\200\231s iPad._companion-link._tcp.local PTR Bedroom (2)._companion-link._tcp.local PTR Peterâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Meganâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR YRJDaLoneWolf._companion-link._tcp.local PTR Kaylaâ\200\231s MacBook (1569)._companion-link._tcp.local PTR Dylanâ\200\231s MacBook Air._companion-link._tcp.local PTR emmaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Mylesâ\200\231 MacBook Pro._companion-link._tcp.local PTR Reis Ehmanâ\200\231s iPad._companion-link._tcp.local PTR Selinâ\200\231s TV._companion-link._tcp.local PTR Titaaa._companion-link._tcp.local PTR Ashleyâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Living Room*._companion-link._tcp.local PTR Veronicaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad._companion-link._tcp.local PTR iPad (19)._companion-link._tcp.local PTR Brettâ\200\231s MacBook Pro._companion-link._tcp.local PTR delaneyâ\200\231s MacBook Air._companion-link._tcp.local PTR MacBook Pro\302\240â\200\224 Arina._companion-link._tcp.local PTR Sidneyâ\200\231s MacBook Air._companion-link._tcp.local PTR caro 2.0._companion-link._tcp.local PTR Jaredâ\200\231s MacBook Air._companion-link._tcp.local PTR Allexeâ\200\231s MacBook Air._companion-link._tcp.local PTR Nicoleâ\200\231s MacBook Pro._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Jeovanyâ\200\231s MacBook Air._companion-link._tcp.local PTR Arnelleâ\200\231s MacBook Pro._companion-link._tcp.local PTR Anniqueâ\200\231s MacBook Air._companion-link._tcp.local PTR Albertâ\200\231s iMac._companion-link._tcp.local PTR Austinâ\200\231s MacBook Pro (2)._companion-link._tcp.local OPT"
"153","11:50:28.982147","fe80::14ed:a534:d81d:924b","ff02::fb","MDNS","303","Standard query 0x0000 PTR Naomiâ\200\231s MacBook._companion-link._tcp.local PTR gabbyâ\200\231s MacBook Air._companion-link._tcp.local PTR Hayleyâ\200\231s MacBook Air._companion-link._tcp.local PTR Reisâ\200\231s MacBook Pro._companion-link._tcp.local PTR The squads Apple TV._companion-link._tcp.local OPT"
"154","11:50:28.992475","fe80::448:b7f8:8bad:373f","ff02::fb","MDNS","242","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Kaylaâ\200\231s MacBook (1569)._companion-link._tcp.local"
"155","11:50:28.996007","fe80::101a:17bd:4fa6:df1","ff02::1:ff1c:5009","ICMPv6","86","Neighbor Solicitation for fe80::14d2:b796:fc1c:5009 from e0:89:7e:82:0e:54"
"156","11:50:29.000873","fe80::142f:c604:9776:f636","ff02::fb","MDNS","401","Standard query response 0x0000 TXT, cache flush TXT, cache flush NSEC, cache flush Selinâ\200\231s TV._companion-link._tcp.local NSEC, cache flush D652C4B3-E44D-58D6-82D7-BC61B1CE285D._homekit._tcp.local"
"157","11:50:29.008223","fe80::1807:a8a0:6546:f101","ff02::fb","MDNS","384","Standard query response 0x0000 TXT, cache flush PTR Mylesâ\200\231 MacBook Pro._companion-link._tcp.local TXT NSEC, cache flush Mylesâ\200\231 MacBook Pro._companion-link._tcp.local"
"158","11:50:29.027312","fe80::1c3d:3aa2:fde0:3efa","ff02::fb","MDNS","558","Standard query response 0x0000 TXT PTR Bedroom (2)._companion-link._tcp.local TXT, cache flush TXT, cache flush SRV, cache flush 0 0 49153 Bedroom-2.local AAAA, cache flush fe80::1c3d:3aa2:fde0:3efa A, cache flush 10.181.24.43 NSEC, cache flush Bedroom (2)._companion-link._tcp.local NSEC, cache flush 47D154E7-8D63-5144-A7CF-2E54D89CFCDB._homekit._tcp.local NSEC, cache flush Bedroom-2.local"
"159","11:50:29.059770","fe80::a1ef:e618:f6b6:d68a","ff02::1:3","LLMNR","87","Standard query 0x35ee A wtzgwgz"
"160","11:50:29.059770","fe80::a1ef:e618:f6b6:d68a","ff02::1:3","LLMNR","88","Standard query 0x0e7a A jikubzvh"
"161","11:50:29.059770","fe80::a1ef:e618:f6b6:d68a","ff02::1:3","LLMNR","90","Standard query 0x5053 A knbyzvyulm"
"162","11:50:29.059770","fe80::46c:fc55:22d4:c421","ff02::fb","MDNS","222","Standard query response 0x0000 TXT, cache flush NSEC, cache flush iPad._companion-link._tcp.local"
"163","11:50:29.072290","162.159.136.234","10.181.26.48","TLSv1.2","151","Application Data"
"164","11:50:29.086536","fe80::1897:c793:5a8f:469f","ff02::fb","MDNS","266","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Ashleyâ\200\231s MacBook Pro (2)._companion-link._tcp.local OPT"
"165","11:50:29.092688","fe80::1cb9:b744:43be:1ec9","ff02::fb","MDNS","269","Standard query 0x0000 TXT Austinâ\200\231s MacBook Pro (2)._companion-link._tcp.local, ""QU"" question TXT Naomiâ\200\231s MacBook._companion-link._tcp.local, ""QU"" question TXT gabbyâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT Hayleyâ\200\231s MacBook Air._companion-link._tcp.local, ""QU"" question TXT The squads Apple TV._companion-link._tcp.local, ""QU"" question OPT"
"166","11:50:29.112633","10.181.26.48","162.159.136.234","TCP","54","2488  >  443 [ACK] Seq=1 Ack=951 Win=2063 Len=0"
"167","11:50:29.132681","fe80::ddf7:b1f5:dffc:4d5a","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"168","11:50:29.132681","fe80::28:7af2:d11c:bfec","ff02::fb","MDNS","240","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Hayleyâ\200\231s MacBook Air._companion-link._tcp.local"
"169","11:50:29.133192","fe80::ddf7:b1f5:dffc:4d5a","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"170","11:50:29.164627","fe80::180a:67aa:f204:abdd","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"171","11:50:29.175457","fe80::1cb1:d806:4e69:5b5a","ff02::fb","MDNS","1495","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR Ioanna's iPad._companion-link._tcp.local PTR Alexâ\200\231s MacBook Air._companion-link._tcp.local PTR Deundreâ\200\231s MacBook Air._companion-link._tcp.local PTR Nicoleâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Erikaâ\200\231s MacBook Air._companion-link._tcp.local PTR Amyâ\200\231s MacBook Pro._companion-link._tcp.local PTR M.G. Tv._companion-link._tcp.local PTR Lanceâ\200\231s iPad._companion-link._tcp.local PTR Peterâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Meganâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR YRJDaLoneWolf._companion-link._tcp.local PTR Kaylaâ\200\231s MacBook (1569)._companion-link._tcp.local PTR Dylanâ\200\231s MacBook Air._companion-link._tcp.local PTR emmaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Reis Ehmanâ\200\231s iPad._companion-link._tcp.local PTR Titaaa._companion-link._tcp.local PTR Ashleyâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Living Room*._companion-link._tcp.local PTR Veronicaâ\200\231s MacBook Air._companion-link._tcp.local PTR iPad._companion-link._tcp.local PTR iPad (19)._companion-link._tcp.local PTR Brettâ\200\231s MacBook Pro._companion-link._tcp.local PTR Selinâ\200\231s TV._companion-link._tcp.local PTR delaneyâ\200\231s MacBook Air._companion-link._tcp.local PTR MacBook Pro\302\240â\200\224 Arina._companion-link._tcp.local PTR Sidneyâ\200\231s MacBook Air._companion-link._tcp.local PTR caro 2.0._companion-link._tcp.local PTR Jaredâ\200\231s MacBook Air._companion-link._tcp.local PTR Gisselleâ\200\231s MacBook Pro._companion-link._tcp.local PTR Allexeâ\200\231s MacBook Air._companion-link._tcp.local PTR Nicoleâ\200\231s MacBook Pro._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Jeovanyâ\200\231s MacBook Air._companion-link._tcp.local PTR Arnelleâ\200\231s MacBook Pro._companion-link._tcp.local PTR Anniqueâ\200\231s MacBook Air._companion-link._tcp.local PTR Albertâ\200\231s iMac._companion-link._tcp.local PTR Austinâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Naomiâ\200\231s MacBook._companion-link._tcp.local PTR gabbyâ\200\231s MacBook Air._companion-link._tcp.local PTR Hayleyâ\200\231s MacBook Air._companion-link._tcp.local OPT"
"172","11:50:29.175457","fe80::1cb1:d806:4e69:5b5a","ff02::fb","MDNS","259","Standard query 0x0000 PTR Reisâ\200\231s MacBook Pro._companion-link._tcp.local PTR The squads Apple TV._companion-link._tcp.local PTR Mylesâ\200\231 MacBook Pro._companion-link._tcp.local PTR Bedroom (2)._companion-link._tcp.local OPT"
"173","11:50:29.197256","fe80::1428:d535:2d97:2a85","ff02::fb","MDNS","239","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Naomiâ\200\231s MacBook._companion-link._tcp.local"
"174","11:50:29.197256","fe80::1003:ef10:facc:c561","ff02::fb","MDNS","238","Standard query response 0x0000 TXT, cache flush NSEC, cache flush gabbyâ\200\231s MacBook Air._companion-link._tcp.local"
"175","11:50:29.234006","fe80::455:b404:ef5a:52f5","ff02::fb","MDNS","237","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Reis Ehmanâ\200\231s iPad._companion-link._tcp.local"
"176","11:50:29.238988","fe80::28:7af2:d11c:bfec","ff02::fb","MDNS","240","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Hayleyâ\200\231s MacBook Air._companion-link._tcp.local"
"177","11:50:29.246643","fe80::18c7:8fbd:36d2:6dd3","ff02::fb","MDNS","242","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Peterâ\200\231s MacBook Pro (2)._companion-link._tcp.local"
"178","11:50:29.257170","fe80::1027:fc2e:82fa:dd53","ff02::fb","MDNS","194","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Austinâ\200\231s MacBook Pro (2)._companion-link._tcp.local"
"179","11:50:29.267026","fe80::c8c:63:36b1:1ec1","ff02::fb","MDNS","252","Standard query response 0x0000 TXT, cache flush NSEC, cache flush The squads Apple TV._companion-link._tcp.local"
"180","11:50:29.288605","fe80::82f:3619:2cf5:d31c","ff02::fb","MDNS","621","Standard query response 0x0000 TXT, cache flush TXT, cache flush NSEC, cache flush julianna apple tv._airplay._tcp.local NSEC, cache flush 0469F8B67189@julianna apple tv._raop._tcp.local"
"181","11:50:29.315994","fe80::1842:3f86:1d99:a89d","ff02::fb","MDNS","1508","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question TXT 644F840F-0905-57C4-B0C1-85CE9A8BBC26._homekit._tcp.local, ""QU"" question PTR Austinâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Naomiâ\200\231s MacBook._companion-link._tcp.local PTR The squads Apple TV._companion-link._tcp.local PTR emmaâ\200\231s MacBook Pro._companion-link._tcp.local PTR gabbyâ\200\231s MacBook Air._companion-link._tcp.local PTR Living Room*._companion-link._tcp.local PTR Jeovanyâ\200\231s MacBook Air._companion-link._tcp.local PTR Erikaâ\200\231s MacBook Air._companion-link._tcp.local PTR Albertâ\200\231s iMac._companion-link._tcp.local PTR Lanceâ\200\231s iPad._companion-link._tcp.local PTR Nicoleâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Brettâ\200\231s MacBook Pro._companion-link._tcp.local PTR Anniqueâ\200\231s MacBook Air._companion-link._tcp.local PTR Mylesâ\200\231 MacBook Pro._companion-link._tcp.local PTR Alexâ\200\231s MacBook Air._companion-link._tcp.local PTR Dylanâ\200\231s MacBook Air._companion-link._tcp.local PTR delaneyâ\200\231s MacBook Air._companion-link._tcp.local PTR Ioanna's iPad._companion-link._tcp.local PTR Selinâ\200\231s TV._companion-link._tcp.local PTR Deundreâ\200\231s MacBook Air._companion-link._tcp.local PTR Reis Ehmanâ\200\231s iPad._companion-link._tcp.local PTR MacBook Pro\302\240â\200\224 Arina._companion-link._tcp.local PTR iPad (19)._companion-link._tcp.local PTR Veronicaâ\200\231s MacBook Air._companion-link._tcp.local PTR YRJDaLoneWolf._companion-link._tcp.local PTR Bedroom (2)._companion-link._tcp.local PTR Amyâ\200\231s MacBook Pro._companion-link._tcp.local PTR Reisâ\200\231s MacBook Pro._companion-link._tcp.local PTR Titaaa._companion-link._tcp.local PTR caro 2.0._companion-link._tcp.local PTR Sophiaâ\200\231s MacBook Pro._companion-link._tcp.local PTR Allexeâ\200\231s MacBook Air._companion-link._tcp.local PTR Meganâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR M.G. Tv._companion-link._tcp.local PTR Kaylaâ\200\231s MacBook (1569)._companion-link._tcp.local PTR Peterâ\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Nicoleâ\200\231s MacBook Pro._companion-link._tcp.local PTR Sidneyâ\200\231s MacBook Air._companion-link._tcp.local PTR Ashleyâ\200\231s MacBook Pro (2)._companion-link._tcp.local OPT"
"182","11:50:29.315994","fe80::1842:3f86:1d99:a89d","ff02::fb","MDNS","651","Standard query 0x0000 PTR _homekit._tcp.local, ""QU"" question TXT 69DA8E26-28E3-5843-9F7D-CA1F2C29CAB9._homekit._tcp.local, ""QU"" question TXT Allysonâ\200\231s iPad._companion-link._tcp.local, ""QU"" question TXT Lanceâ\200\231s iPad._companion-link._tcp.local, ""QU"" question TXT iPad (2)._companion-link._tcp.local, ""QU"" question TXT Amandaâ\200\231s MacBook Air (2)._companion-link._tcp.local, ""QU"" question TXT C608435C-5128-532A-84A3-42BFA51FF300._homekit._tcp.local, ""QU"" question TXT D655C080-4398-545C-B468-6A982C6BCBB9._homekit._tcp.local, ""QU"" question TXT KlausMacBookPro._companion-link._tcp.local, ""QU"" question TXT 7F31A117-B151-577E-90F1-1DC82C2790A0._homekit._tcp.local, ""QU"" question TXT 47D154E7-8D63-5144-A7CF-2E54D89CFCDB._homekit._tcp.local, ""QU"" question TXT D652C4B3-E44D-58D6-82D7-BC61B1CE285D._homekit._tcp.local, ""QU"" question PTR 644F840F-0905-57C4-B0C1-85CE9A8BBC26._homekit._tcp.local PTR 69DA8E26-28E3-5843-9F7D-CA1F2C29CAB9._homekit._tcp.local PTR C608435C-5128-532A-84A3-42BFA51FF300._homekit._tcp.local PTR D655C080-4398-545C-B468-6A982C6BCBB9._homekit._tcp.local PTR 7F31A117-B151-577E-90F1-1DC82C2790A0._homekit._tcp.local PTR 47D154E7-8D63-5144-A7CF-2E54D89CFCDB._homekit._tcp.local PTR D652C4B3-E44D-58D6-82D7-BC61B1CE285D._homekit._tcp.local OPT"
"183","11:50:29.315994","fe80::1c00:829b:a7c4:871d","ff02::fb","MDNS","232","Standard query 0x0000 TXT Veronicaâ\200\231s MacBook Air._companion-link._tcp.local, ""QM"" question TXT Del'McQuannterrias._airplay._tcp.local, ""QM"" question TXT Mikey's TV._airplay._tcp.local, ""QM"" question TXT Living Room TV._airplay._tcp.local, ""QM"" question OPT"
"184","11:50:29.315994","fe80::c9b:4a26:fb46:28c9","ff02::fb","MDNS","909","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question TXT 5855CA60FF86@Apple TV._raop._tcp.local, ""QM"" question TXT Del'McQuannterrias._airplay._tcp.local, ""QM"" question TXT Apple TV (2)._airplay._tcp.local, ""QM"" question PTR B8782E3F5666@gabyTV:)._raop._tcp.local PTR A01828F406B2@Nick's Apple TV._raop._tcp.local PTR C8D083BC7239@Bedroom (2)._raop._tcp.local PTR 086698B67BC0@Living Room*._raop._tcp.local PTR 5855CA60FF86@Apple TV._raop._tcp.local PTR 7CD1C3106832@941 TV._raop._tcp.local PTR 28FF3CA2F46B@The squads Apple TV._raop._tcp.local PTR 50DE06B4A575@YRJDaLoneWolf._raop._tcp.local PTR 0469F8B67189@julianna apple tv._raop._tcp.local PTR E0897E88A8E7@Titaaa._raop._tcp.local PTR gabyTV:)._airplay._tcp.local PTR Bedroom (2)._airplay._tcp.local PTR Living Room*._airplay._tcp.local PTR Del'McQuannterrias._airplay._tcp.local PTR Apple TV (2)._airplay._tcp.local PTR 941 TV._airplay._tcp.local PTR The squads Apple TV._airplay._tcp.local PTR YRJDaLoneWolf._airplay._tcp.local PTR Mikey's TV._airplay._tcp.local PTR Living Room TV._airplay._tcp.local PTR julianna apple tv._airplay._tcp.local PTR Titaaa._airplay._tcp.local PTR Nick's Apple TV._airplay._tcp.local OPT"
"185","11:50:29.325046","fe80::14d2:b796:fc1c:5009","ff02::fb","MDNS","960","Standard query 0x0000 PTR _airplay._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question TXT Del'McQuannterrias._airplay._tcp.local, ""QM"" question TXT Mikey's TV._airplay._tcp.local, ""QM"" question PTR Living Room*._airplay._tcp.local PTR Bedroom (2)._airplay._tcp.local PTR gabyTV:)._airplay._tcp.local PTR Del'McQuannterrias._airplay._tcp.local PTR Apple TV (2)._airplay._tcp.local PTR 941 TV._airplay._tcp.local PTR The squads Apple TV._airplay._tcp.local PTR YRJDaLoneWolf._airplay._tcp.local PTR Mikey's TV._airplay._tcp.local PTR Living Room TV._airplay._tcp.local PTR M.G. Tv._airplay._tcp.local PTR julianna apple tv._airplay._tcp.local PTR Titaaa._airplay._tcp.local PTR Nick's Apple TV._airplay._tcp.local PTR 086698B67BC0@Living Room*._raop._tcp.local PTR C8D083BC7239@Bedroom (2)._raop._tcp.local PTR B8782E3F5666@gabyTV:)._raop._tcp.local PTR 5855CA60FF86@Apple TV._raop._tcp.local PTR 7CD1C3106832@941 TV._raop._tcp.local PTR 28FF3CA2F46B@The squads Apple TV._raop._tcp.local PTR 50DE06B4A575@YRJDaLoneWolf._raop._tcp.local PTR E0897E665D3E@M.G. Tv._raop._tcp.local PTR 0469F8B67189@julianna apple tv._raop._tcp.local PTR A01828F406B2@Nick's Apple TV._raop._tcp.local PTR E0897E88A8E7@Titaaa._raop._tcp.local OPT"
"186","11:50:29.367258","fe80::c8c:63:36b1:1ec1","ff02::fb","MDNS","203","Standard query response 0x0000 TXT, cache flush NSEC, cache flush 69DA8E26-28E3-5843-9F7D-CA1F2C29CAB9._homekit._tcp.local"
"187","11:50:29.388908","fe80::8f7:5627:edc8:7e41","ff02::2","ICMPv6","70","Router Solicitation from 06:a1:fb:9c:2a:57"
"188","11:50:29.394296","fe80::661c:aeff:fe64:e1c","ff02::1:ffc4:871d","ICMPv6","86","Neighbor Solicitation for fe80::1c00:829b:a7c4:871d from 64:1c:ae:64:0e:1c"
